key,source_text,target_text
appleskin.configuration.client,AppleSkin,AppleSkin クライアント設定
appleskin.configuration.maxHudOverlayFlashAlpha,Max alpha of flashing HUD icons,フラッシュアイコンの最大透明度
appleskin.configuration.maxHudOverlayFlashAlpha.tooltip,"Alpha value of the flashing icons at their most visible point (1.0 = fully opaque, 0.0 = fully transparent)",フラッシュアイコンが最も見える時点での透明度値(1.0 = 完全不透明、0.0 = 完全透明)
appleskin.configuration.showFoodExhaustionHudUnderlay,Show exhaustion underlay,食料疲労アンダーレイを表示
appleskin.configuration.showFoodExhaustionHudUnderlay.tooltip,"If true, shows your food exhaustion as a progress bar behind the hunger bar",有効にすると、食料疲労を空腹度バーの背後のプログレスバーとして表示します
appleskin.configuration.showFoodHealthHudOverlay,Show estimated health overlay,推定回復ヘルスオーバーレイを表示
appleskin.configuration.showFoodHealthHudOverlay.tooltip,"If true, shows estimated health restored by food on the health bar",有効にすると、食べ物で回復する推定ヘルスをヘルスバー上に表示します
appleskin.configuration.showFoodStatsInDebugOverlay,Show food values in Debug Screen,デバッグスクリーンに食料値を表示
appleskin.configuration.showFoodStatsInDebugOverlay.tooltip,"If true, shows your hunger, saturation, and exhaustion level in Debug Screen",有効にすると、デバッグスクリーンに空腹度、飽和度、疲労レベルを表示します
appleskin.configuration.showFoodValuesHudOverlay,Show hunger restored from held food,所持食料から回復する空腹度を表示
appleskin.configuration.showFoodValuesHudOverlay.tooltip,"If true, shows the hunger (and saturation if showSaturationHudOverlay is true) that would be restored by food you are currently holding",有効にすると、現在所持している食べ物から回復する空腹度(およびshowSaturationHudOverlayが有効な場合は飽和度)を表示します
appleskin.configuration.showFoodValuesHudOverlayWhenOffhand,Show overlays for food in off-hand,オフハンドの食料用にオーバーレイを表示
appleskin.configuration.showFoodValuesHudOverlayWhenOffhand.tooltip,"If true, enables the hunger/saturation/health overlays for food in your off-hand",有効にすると、オフハンドの食べ物に対して空腹度/飽和度/ヘルスオーバーレイを有効にします
appleskin.configuration.showFoodValuesInTooltip,Show food values in tooltip,ツールチップに食料値を表示
appleskin.configuration.showFoodValuesInTooltip.tooltip,"If true, shows the hunger and saturation values of food in its tooltip while holding SHIFT",有効にすると、SHIFTを押しながら食べ物を所持した時、ツールチップに空腹度と飽和度の値を表示します
appleskin.configuration.showFoodValuesInTooltipAlways,Always show food values in tooltip,ツールチップに食料値を常に表示
appleskin.configuration.showFoodValuesInTooltipAlways.tooltip,"If true, shows the hunger and saturation values of food in its tooltip automatically (without needing to hold SHIFT)",有効にすると、SHIFTを押さなくても自動的にツールチップに食べ物の空腹度と飽和度の値を表示します
appleskin.configuration.showSaturationHudOverlay,Show saturation overlay,飽和度オーバーレイを表示
appleskin.configuration.showSaturationHudOverlay.tooltip,"If true, shows your current saturation level overlayed on the hunger bar",有効にすると、現在の飽和度レベルを空腹度バーの上に表示します
appleskin.configuration.showVanillaAnimationsOverlay,Animate HUD icons to match Minecraft,HUDアイコンをMinecraftのアニメーションに合わせる
appleskin.configuration.showVanillaAnimationsOverlay.tooltip,"If true, health/hunger overlay will shake to match Minecraft's icon animations",有効にすると、ヘルス/空腹度オーバーレイはMinecraftのアイコンアニメーションと一致するように揺れます
fml.menu.mods.info.description.appleskin,Adds various food-related HUD improvements,食料関連のHUD改善機能を追加
