key,source_text,target_text
item.camol.camo_item,Camo Block,カモフラージュブロック
item.camol.camo_item.camo,Camo Block - %s,カモフラージュブロック - %s
item.camol.camo_item.hover,Right click a block to disguise it as this block. Right click a camoed block to undisguise it.,ブロックを右クリックするとこのブロックとして偽装します。偽装されたブロックを右クリックするとリセットします。
item.camol.camo_item.hover_empty,Craft together with a block.,ブロックとクラフトしてください。
item.camol.camo_item.hover_type,Uses the collision shape of the camoed block.,偽装したブロックの当たり判定を使用します。
item.camol.solid_camo_item,Shape Retaining Camo Block,形状保持カモフラージュブロック
item.camol.solid_camo_item.camo,Shape Retaining Camo Block - %s,形状保持カモフラージュブロック - %s
item.camol.solid_camo_item.hover,Right click a block to disguise it as this block. Right click a camoed block to undisguise it.,ブロックを右クリックするとこのブロックとして偽装します。偽装されたブロックを右クリックするとリセットします。
item.camol.solid_camo_item.hover_empty,Craft together with a block.,ブロックとクラフトしてください。
item.camol.solid_camo_item.hover_type,Uses the collision shape of the camoing block.,カモフラージュするブロックの当たり判定を使用します。
