key,source_text,target_text
block.merrymaking.acacia_mantel," Acacia Fireplace Mantel",アカシア暖炉マントル
block.merrymaking.acacia_picket_fence,Acacia Picket Fence,アカシアピケットフェンス
block.merrymaking.acacia_picket_fence_gate,Acacia Picket Fence Gate,アカシアピケットフェンスゲート
block.merrymaking.acacia_roof_slab,Acacia Roofed Slab,アカシア屋根スラブ
block.merrymaking.acacia_snowy_slab,Acacia Snowy Slab,アカシア雪スラブ
block.merrymaking.acacia_wreath_door,Acacia Door with Wreath,アカシアリースドア
block.merrymaking.acacia_wreath_fence,Acacia Fence with Garland,アカシアガーランドフェンス
block.merrymaking.acacia_wreath_fence_gate,Acacia Fence Gate with Wreath,アカシアリースフェンスゲート
block.merrymaking.acacia_wreath_lights_fence,Acacia Fence with Lit Garland,アカシア光るガーランドフェンス
block.merrymaking.acacia_wreath_lights_fence_gate,Acacia Fence Gate with Lit Wreath,アカシア光るリースフェンスゲート
block.merrymaking.acacia_wreath_lights_multi_door,Acacia Door with Multi Lit Wreath,アカシア複色光るリースドア
block.merrymaking.acacia_wreath_lights_white_door,Acacia Door with Lit Wreath,アカシア光るリースドア
block.merrymaking.acacia_wreath_multi_fence,Acacia Fence with Multi Lit Garland,アカシア複色光るガーランドフェンス
block.merrymaking.acacia_wreath_multi_fence_gate,Acacia Fence Gate with Multi Lit Wreath,アカシア複色光るリースフェンスゲート
block.merrymaking.aged_pine_mantel,Aged Pine Mantel,樹脂加工パイン暖炉マントル
block.merrymaking.andesite_garland_lights_wall,Andesite Wall with Lit Garland (White Lights),安山岩壁・光るガーランド付き（白い光）
block.merrymaking.andesite_garland_multi_wall,Andesite Wall with Lit Garland (Multi Lights),安山岩壁・光るガーランド付き（複色の光）
block.merrymaking.andesite_garland_wall,Andesite Wall with Garland,安山岩壁・ガーランド付き
block.merrymaking.bamboo_mantel,Bamboo Fireplace Mantel,竹暖炉マントル
block.merrymaking.bamboo_picket_fence,Bamboo Picket Fence,竹ピケットフェンス
block.merrymaking.bamboo_picket_fence_gate,Bamboo Picket Fence Gate,竹ピケットフェンスゲート
block.merrymaking.bamboo_roof_slab,Bamboo Roofed Slab,竹屋根スラブ
block.merrymaking.bamboo_snowy_slab,Bamboo Snowy Slab,竹雪スラブ
block.merrymaking.bamboo_wreath_door,Bamboo Door with Wreath,竹リースドア
block.merrymaking.bamboo_wreath_fence,Bamboo Wreath Fence with Garland,竹ガーランドフェンス
block.merrymaking.bamboo_wreath_fence_gate,Bamboo Fence Gate with Wreath,竹リースフェンスゲート
block.merrymaking.bamboo_wreath_lights_fence,Bamboo Fence with Lit Garland,竹光るガーランドフェンス
block.merrymaking.bamboo_wreath_lights_fence_gate,Bamboo Fence Gate with Lit Wreath,竹光るリースフェンスゲート
block.merrymaking.bamboo_wreath_lights_multi_door,Bamboo Door with Multi Lit Wreath,竹複色光るリースドア
block.merrymaking.bamboo_wreath_lights_white_door,Bamboo Door with Lit Wreath,竹光るリースドア
block.merrymaking.bamboo_wreath_multi_fence,Bamboo Fence with Multi Lit Garland,竹複色光るガーランドフェンス
block.merrymaking.bamboo_wreath_multi_fence_gate,Bamboo Fence Gate with Multi Lit Wreath,竹複色光るリースフェンスゲート
