key,source_text,target_text,status
block.rechiseledcreate.mechanical_chisel,Mechanical Chisel,機械的チゼル,translated
rechiseledcreate.block.acacia_window_covered,Covered Acacia Window,覆われたアカシアウィンドウ,translated
rechiseledcreate.block.acacia_window_covered_connecting,Covered Acacia Window,覆われたアカシアウィンドウ,translated
rechiseledcreate.block.acacia_window_diagonal,Diagonal Acacia Window,斜めアカシアウィンドウ,translated
rechiseledcreate.block.acacia_window_diagonal_connecting,Diagonal Acacia Window,斜めアカシアウィンドウ,translated
rechiseledcreate.block.acacia_window_large,Large Acacia Window,大きなアカシアウィンドウ,translated
rechiseledcreate.block.acacia_window_large_connecting,Large Acacia Window,大きなアカシアウィンドウ,translated
rechiseledcreate.block.acacia_window_panes,Acacia Window Panes,アカシアウィンドウペイン,translated
rechiseledcreate.block.acacia_window_panes_connecting,Acacia Window Panes,アカシアウィンドウペイン,translated
rechiseledcreate.block.acacia_window_rounded,Rounded Acacia Window,丸いアカシアウィンドウ,translated
rechiseledcreate.block.acacia_window_rounded_connecting,Rounded Acacia Window,丸いアカシアウィンドウ,translated
rechiseledcreate.block.acacia_window_slim,Slim Acacia Window,細いアカシアウィンドウ,translated
rechiseledcreate.block.acacia_window_slim_connecting,Slim Acacia Window,細いアカシアウィンドウ,translated
rechiseledcreate.block.acacia_window_swirling,Swirling Acacia Window,渦巻きアカシアウィンドウ,translated
rechiseledcreate.block.acacia_window_swirling_connecting,Swirling Acacia Window,渦巻きアカシアウィンドウ,translated
rechiseledcreate.block.acacia_window_tiles,Acacia Window Tiles,アカシアウィンドウタイル,translated
rechiseledcreate.block.acacia_window_tiles_connecting,Acacia Window Tiles,アカシアウィンドウタイル,translated
rechiseledcreate.block.andesite_cut_polished_connecting,Polished Cut Andesite,磨かれた安山岩カット,translated
rechiseledcreate.block.andesite_cut_small_brick_connecting,Small Andesite Bricks,小さな安山岩レンガ,translated
rechiseledcreate.block.asurine_cut_polished_connecting,Polished Cut Asurine,磨かれたアスリンカット,translated
rechiseledcreate.block.asurine_cut_small_brick_connecting,Small Asurine Bricks,小さなアスリンレンガ,translated
rechiseledcreate.block.birch_window_bars,Birch Window Bars,白樺ウィンドウバー,translated
rechiseledcreate.block.birch_window_bars_connecting,Birch Window Bars,白樺ウィンドウバー,translated
rechiseledcreate.block.birch_window_diagonal,Diagonal Birch Window,斜め白樺ウィンドウ,translated
rechiseledcreate.block.birch_window_diagonal_connecting,Diagonal Birch Window,斜め白樺ウィンドウ,translated
rechiseledcreate.block.birch_window_large,Large Birch Window,大きな白樺ウィンドウ,translated
rechiseledcreate.block.birch_window_large_connecting,Large Birch Window,大きな白樺ウィンドウ,translated
rechiseledcreate.block.birch_window_panes,Birch Window Panes,白樺ウィンドウペイン,translated
rechiseledcreate.block.birch_window_panes_connecting,Birch Window Panes,白樺ウィンドウペイン,translated
rechiseledcreate.block.birch_window_rounded,Rounded Birch Window,丸い白樺ウィンドウ,translated
rechiseledcreate.block.birch_window_rounded_connecting,Rounded Birch Window,丸い白樺ウィンドウ,translated
rechiseledcreate.block.birch_window_slim,Slim Birch Window,細い白樺ウィンドウ,translated
rechiseledcreate.block.birch_window_slim_connecting,Slim Birch Window,細い白樺ウィンドウ,translated
rechiseledcreate.block.birch_window_swirling,Swirling Birch Window,渦巻き白樺ウィンドウ,translated
rechiseledcreate.block.birch_window_swirling_connecting,Swirling Birch Window,渦巻き白樺ウィンドウ,translated
rechiseledcreate.block.birch_window_tiles,Birch Window Tiles,白樺ウィンドウタイル,translated
rechiseledcreate.block.birch_window_tiles_connecting,Birch Window Tiles,白樺ウィンドウタイル,translated
rechiseledcreate.block.calcite_cut_polished_connecting,Polished Cut Calcite,磨かれた方解石カット,translated
rechiseledcreate.block.calcite_cut_small_brick_connecting,Small Calcite Bricks,小さな方解石レンガ,translated
rechiseledcreate.block.crimsite_cut_polished_connecting,Polished Cut Crimsite,磨かれたクリムサイトカット,translated
rechiseledcreate.block.crimsite_cut_small_brick_connecting,Small Crimsite Bricks,小さなクリムサイトレンガ,translated
rechiseledcreate.block.crimson_window_bars,Crimson Window Bars,深紅ウィンドウバー,translated
rechiseledcreate.block.crimson_window_bars_connecting,Crimson Window Bars,深紅ウィンドウバー,translated
rechiseledcreate.block.crimson_window_covered,Covered Crimson Window,覆われた深紅ウィンドウ,translated
rechiseledcreate.block.crimson_window_covered_connecting,Covered Crimson Window,覆われた深紅ウィンドウ,translated
rechiseledcreate.block.crimson_window_large,Large Crimson Window,大きな深紅ウィンドウ,translated
rechiseledcreate.block.crimson_window_large_connecting,Large Crimson Window,大きな深紅ウィンドウ,translated
rechiseledcreate.block.crimson_window_panes,Crimson Window Panes,深紅ウィンドウペイン,translated
rechiseledcreate.block.crimson_window_panes_connecting,Crimson Window Panes,深紅ウィンドウペイン,translated
rechiseledcreate.block.crimson_window_rounded,Rounded Crimson Window,丸い深紅ウィンドウ,translated
rechiseledcreate.block.crimson_window_rounded_connecting,Rounded Crimson Window,丸い深紅ウィンドウ,translated
rechiseledcreate.block.crimson_window_slim,Slim Crimson Window,細い深紅ウィンドウ,translated
rechiseledcreate.block.crimson_window_slim_connecting,Slim Crimson Window,細い深紅ウィンドウ,translated
rechiseledcreate.block.crimson_window_swirling,Swirling Crimson Window,渦巻き深紅ウィンドウ,translated
rechiseledcreate.block.crimson_window_swirling_connecting,Swirling Crimson Window,渦巻き深紅ウィンドウ,translated
rechiseledcreate.block.crimson_window_tiles,Crimson Window Tiles,深紅ウィンドウタイル,translated
rechiseledcreate.block.crimson_window_tiles_connecting,Crimson Window Tiles,深紅ウィンドウタイル,translated
rechiseledcreate.block.dark_oak_window_bars,Dark Oak Window Bars,濃いオークウィンドウバー,translated
rechiseledcreate.block.dark_oak_window_bars_connecting,Dark Oak Window Bars,濃いオークウィンドウバー,translated
rechiseledcreate.block.dark_oak_window_covered,Covered Dark Oak Window,覆われた濃いオークウィンドウ,translated
rechiseledcreate.block.dark_oak_window_covered_connecting,Covered Dark Oak Window,覆われた濃いオークウィンドウ,translated
rechiseledcreate.block.dark_oak_window_diagonal,Diagonal Dark Oak Window,斜め濃いオークウィンドウ,translated
rechiseledcreate.block.dark_oak_window_diagonal_connecting,Diagonal Dark Oak Window,斜め濃いオークウィンドウ,translated
rechiseledcreate.block.dark_oak_window_panes,Dark Oak Window Panes,濃いオークウィンドウペイン,translated
rechiseledcreate.block.dark_oak_window_panes_connecting,Dark Oak Window Panes,濃いオークウィンドウペイン,translated
rechiseledcreate.block.dark_oak_window_rounded,Rounded Dark Oak Window,丸い濃いオークウィンドウ,translated
rechiseledcreate.block.dark_oak_window_rounded_connecting,Rounded Dark Oak Window,丸い濃いオークウィンドウ,translated
rechiseledcreate.block.dark_oak_window_slim,Slim Dark Oak Window,細い濃いオークウィンドウ,translated
rechiseledcreate.block.dark_oak_window_slim_connecting,Slim Dark Oak Window,細い濃いオークウィンドウ,translated
rechiseledcreate.block.dark_oak_window_swirling,Swirling Dark Oak Window,渦巻き濃いオークウィンドウ,translated
rechiseledcreate.block.dark_oak_window_swirling_connecting,Swirling Dark Oak Window,渦巻き濃いオークウィンドウ,translated
rechiseledcreate.block.dark_oak_window_tiles,Dark Oak Window Tiles,濃いオークウィンドウタイル,translated
rechiseledcreate.block.dark_oak_window_tiles_connecting,Dark Oak Window Tiles,濃いオークウィンドウタイル,translated
rechiseledcreate.block.deepslate_cut_polished_connecting,Polished Cut Deepslate,磨かれた深層岩カット,translated
rechiseledcreate.block.deepslate_cut_small_brick_connecting,Small Deepslate Bricks,小さな深層岩レンガ,translated
rechiseledcreate.block.diorite_cut_polished_connecting,Polished Cut Diorite,磨かれた閃緑岩カット,translated
rechiseledcreate.block.diorite_cut_small_brick_connecting,Small Diorite Bricks,小さな閃緑岩レンガ,translated
