key,source_text,target_text
bezoar.effect,Cures Poison,治す毒
bladder.effect,Cures Mining Fatigue,治す採掘疲労
block.potionsmaster.cauldron,Cauldron,大釜
block.potionsmaster.tile_mortar,Mortar,臼
charcoal.effect,Cures Wither,治すウィザー
effect.potionsmaster.allthemodium_sight,AllthemodiumSight,オールザモディウム視力
effect.potionsmaster.aluminium_sight,AluminiumSight,アルミニウム視力
effect.potionsmaster.bismuth_sight,BismuthSight,ビスマス視力
effect.potionsmaster.buried_treasurepotioneffect,Buried Treasure Fast Travel,埋蔵宝高速移動
effect.potionsmaster.coal_sight,CoalSight,石炭視力
effect.potionsmaster.copper_sight,CopperSight,銅視力
effect.potionsmaster.crimsoniron_sight,CrimsonIronSight,crimson鉄視力
effect.potionsmaster.desert_pyramidpotioneffect,Desert Pyramid Fast Travel,砂漠ピラミッド高速移動
effect.potionsmaster.diamond_sight,DiamondSight,ダイヤモンド視力
effect.potionsmaster.emerald_sight,EmeraldSight,エメラルド視力
effect.potionsmaster.endcitypotioneffect,End City Fast Travel,エンド都市高速移動
effect.potionsmaster.fortresspotioneffect,Fortress Fast Travel,要塞高速移動
effect.potionsmaster.gold_sight,GoldSight,金視力
effect.potionsmaster.igloopotioneffect,Igloo Fast Travel,イグルー高速移動
effect.potionsmaster.iron_sight,IronSight,鉄視力
effect.potionsmaster.jungle_pyramidpotioneffect,Jungle Pyramid Fast Travel,jungleピラミッド高速移動
effect.potionsmaster.lapis_sight,LapisSight,lapis視力
effect.potionsmaster.lead_sight,LeadSight,鉛視力
effect.potionsmaster.mansionpotioneffect,Mansion Fast Travel,mansion高速移動
effect.potionsmaster.mineshaftpotioneffect,Mineshaft Fast Travel,mineshaft高速移動
effect.potionsmaster.monumentpotioneffect,Monument Fast Travel,monument高速移動
effect.potionsmaster.netherite_sight,NetheriteSight,ネザライト視力
effect.potionsmaster.nickel_sight,NickelSight,ニッケル視力
effect.potionsmaster.ocean_ruinpotioneffect,Ocean Ruin Fast Travel,海底遺跡高速移動
effect.potionsmaster.osmium_sight,OsmiumSight,osmium視力
effect.potionsmaster.pillager_outpostpotioneffect,Pillager Outpost Fast Travel,pillageroutpost高速移動
effect.potionsmaster.platinum_sight,PlatinumSight,プラチナ視力
effect.potionsmaster.quartz_sight,QuartzSight,クォーツ視力
effect.potionsmaster.redstone_sight,RedstoneSight,redstone視力
effect.potionsmaster.shipwreckpotioneffect,Shipwreck Fast Travel,shipwreck高速移動
effect.potionsmaster.silver_sight,SilverSight,銀視力
effect.potionsmaster.strongholdpotioneffect,Stronghold Fast Travel,stronghold高速移動
effect.potionsmaster.swamp_hutpotioneffect,Swamp Hut Fast Travel,swamphut高速移動
effect.potionsmaster.tin_sight,TinSight,スズ視力
effect.potionsmaster.unobtainium_sight,UnobtainiumSight,アンオブタニウム視力
effect.potionsmaster.uranium_sight,UraniumSight,ウラン視力
effect.potionsmaster.vibranium_sight,VibraniumSight,ヴィブラニウム視力
effect.potionsmaster.villagepotioneffect,Village Fast Travel,村高速移動
effect.potionsmaster.zinc_sight,ZincSight,亜鉛視力
item.minecraft.lingering_potion.effect.allthemodium_sight_potion,Lingering Potion of AllthemodiumSight,lingeringポーションofallthemodiumsight
item.minecraft.lingering_potion.effect.aluminium_sight_potion,Lingering Potion of AluminiumSight,lingeringポーションofaluミニumsight
item.minecraft.lingering_potion.effect.bismuth_sight_potion,Lingering Potion of BismuthSight,lingeringポーションofbismuthsight
item.minecraft.lingering_potion.effect.buried_treasure_sight,Lingering Potion of Buried Treasure Fast Travel,lingeringポーションofburiedtreasurefasttravel
item.minecraft.lingering_potion.effect.coal_sight_potion,Lingering Potion of CoalSight,lingeringポーションofcoalsight
item.minecraft.lingering_potion.effect.copper_sight_potion,Lingering Potion of CopperSight,lingeringポーションofcoppersight
item.minecraft.lingering_potion.effect.crimsoniron_sight_potion,Lingering Potion of CrimsonIronSight,lingeringポーションofcrimsonironsight
item.minecraft.lingering_potion.effect.desert_pyramid_sight,Lingering Potion of Desert Pyramid Fast Travel,lingeringポーションofdesertpyramidfasttravel
item.minecraft.lingering_potion.effect.diamond_sight_potion,Lingering Potion of DiamondSight,lingeringポーションofdiamondsight
item.minecraft.lingering_potion.effect.emerald_sight_potion,Lingering Potion of EmeraldSight,lingeringポーションofemeraldsight
item.minecraft.lingering_potion.effect.endcity_sight,Lingering Potion of End City Fast Travel,lingeringポーションofendcityfasttravel
item.minecraft.lingering_potion.effect.fortress_sight,Lingering Potion of Fortress Fast Travel,lingeringポーションoffortressfasttravel
item.minecraft.lingering_potion.effect.gold_sight_potion,Lingering Potion of GoldSight,lingeringポーションofgoldsight
item.minecraft.lingering_potion.effect.igloo_sight,Lingering Potion of Igloo Fast Travel,lingeringポーションofigloofasttravel
item.minecraft.lingering_potion.effect.iron_sight_potion,Lingering Potion of IronSight,lingeringポーションofironsight
item.minecraft.lingering_potion.effect.jungle_pyramid_sight,Lingering Potion of Jungle Pyramid Fast Travel,lingeringポーションofjunglepyramidfasttravel
item.minecraft.lingering_potion.effect.lapis_sight_potion,Lingering Potion of LapisSight,lingeringポーションoflapissight
item.minecraft.lingering_potion.effect.lead_sight_potion,Lingering Potion of LeadSight,lingeringポーションofleadsight
item.minecraft.lingering_potion.effect.long_invisibility,Lingering Potion of Invisibility,lingeringポーションofinvisibility
item.minecraft.lingering_potion.effect.mansion_sight,Lingering Potion of Mansion Fast Travel,lingeringポーションofmansionfasttravel
item.minecraft.lingering_potion.effect.mineshaft_sight,Lingering Potion of Mineshaft Fast Travel,lingeringポーションofmineshaftfasttravel
item.minecraft.lingering_potion.effect.monument_sight,Lingering Potion of Monument Fast Travel,lingeringポーションofmonumentfasttravel
item.minecraft.lingering_potion.effect.netherite_scrap_sight_potion,Lingering Potion of NetheriteSight,lingeringポーションofnetheritesight
item.minecraft.lingering_potion.effect.nickel_sight_potion,Lingering Potion of NickelSight,lingeringポーションofnickelsight
item.minecraft.lingering_potion.effect.ocean_ruin_sight,Lingering Potion of Ocean Ruin Fast Travel,lingeringポーションofoceanruinfasttravel
item.minecraft.lingering_potion.effect.osmium_sight_potion,Lingering Potion of OsmiumSight,lingeringポーションofosmiumsight
item.minecraft.lingering_potion.effect.pillager_outpost_sight,Lingering Potion of Pillager Outpost Fast Travel,lingeringポーションofpillageroutpostfasttravel
item.minecraft.lingering_potion.effect.platinum_sight_potion,Lingering Potion of PlatinumSight,lingeringポーションofplatinumsight
item.minecraft.lingering_potion.effect.quartz_sight_potion,Lingering Potion of QuartzSight,lingeringポーションofquartzsight
item.minecraft.lingering_potion.effect.redstone_sight_potion,Lingering Potion of RedstoneSight,lingeringポーションofredstonesight
item.minecraft.lingering_potion.effect.shipwreck_sight,Lingering Potion of Shipwreck Fast Travel,lingeringポーションofshipwreckfasttravel
item.minecraft.lingering_potion.effect.silver_sight_potion,Lingering Potion of SilverSight,lingeringポーションofsilversight
item.minecraft.lingering_potion.effect.stronghold_sight,Lingering Potion of Stronghold Fast Travel,lingeringポーションofstrongholdfasttravel
item.minecraft.lingering_potion.effect.swamp_hut_sight,Lingering Potion of Swamp Hut Fast Travel,lingeringポーションofswamphutfasttravel
item.minecraft.lingering_potion.effect.tin_sight_potion,Lingering Potion of TinSight,lingeringポーションoftinsight
item.minecraft.lingering_potion.effect.unobtainium_sight_potion,Lingering Potion of UnobtainiumSight,lingeringポーションofunobtainiumsight
item.minecraft.lingering_potion.effect.uranium_sight_potion,Lingering Potion of UraniumSight,lingeringポーションofuraniumsight
item.minecraft.lingering_potion.effect.vibranium_sight_potion,Lingering Potion of VibraniumSight,lingeringポーションofvibraniumsight
item.minecraft.lingering_potion.effect.village_sight,Lingering Potion of Village Fast Travel,lingeringポーションofvillagefasttravel
item.minecraft.lingering_potion.effect.zinc_sight_potion,Lingering Potion of ZincSight,lingeringポーションofzincsight
item.minecraft.potion.effect.allthemodium_sight_potion,AllthemodiumSight,オールザモディウム視力
item.minecraft.potion.effect.aluminum_sight_potion,AluminiumSight,アルミニウム視力
item.minecraft.potion.effect.bismuth_sight_potion,BismuthSight,ビスマス視力
item.minecraft.potion.effect.buried_treasure_sight,Buried Treasure Fast Travel,埋蔵宝高速移動
item.minecraft.potion.effect.coal_sight_potion,CoalSight,石炭視力
item.minecraft.potion.effect.copper_sight_potion,CopperSight,銅視力
item.minecraft.potion.effect.crimsoniron_sight_potion,CrimsonIronSight,crimson鉄視力
item.minecraft.potion.effect.desert_pyramid_sight,Desert Pyramid Fast Travel,砂漠ピラミッド高速移動
item.minecraft.potion.effect.diamond_sight_potion,DiamondSight,ダイヤモンド視力
item.minecraft.potion.effect.emerald_sight_potion,EmeraldSight,エメラルド視力
item.minecraft.potion.effect.endcity_sight,End City Fast Travel,エンド都市高速移動
item.minecraft.potion.effect.fortress_sight,Fortress Fast Travel,要塞高速移動
item.minecraft.potion.effect.gold_sight_potion,GoldSight,金視力
item.minecraft.potion.effect.igloo_sight,Igloo Fast Travel,イグルー高速移動
item.minecraft.potion.effect.iron_sight_potion,IronSight,鉄視力
item.minecraft.potion.effect.jungle_pyramid_sight,Jungle Pyramid Fast Travel,jungleピラミッド高速移動
item.minecraft.potion.effect.lapis_sight_potion,LapisSight,lapis視力
item.minecraft.potion.effect.lead_sight_potion,LeadSight,鉛視力
item.minecraft.potion.effect.long_invisibility,Potion of Invisibility,ポーションofinvisibility
item.minecraft.potion.effect.mansion_sight,Mansion Fast Travel,mansion高速移動
item.minecraft.potion.effect.mineshaft_sight,Mineshaft Fast Travel,mineshaft高速移動
item.minecraft.potion.effect.monument_sight,Monument Fast Travel,monument高速移動
item.minecraft.potion.effect.netherite_scrap_sight_potion,NetheriteSight,ネザライト視力
