key,source_text,target_text
block.arseng.me_source_jar,ME Source Jar,MEソース瓶
block.arseng.source_acceptor,ME Source Acceptor,MEソースアクセプター
item.arseng.cable_source_acceptor,ME Source Acceptor,MEソースアクセプター
item.arseng.portable_source_cell_16k,16k Portable Source Cell,16k ポータブルソースセル
item.arseng.portable_source_cell_1k,1k Portable Source Cell,1k ポータブルソースセル
item.arseng.portable_source_cell_256k,256k Portable Source Cell,256k ポータブルソースセル
item.arseng.portable_source_cell_4k,4k Portable Source Cell,4k ポータブルソースセル
item.arseng.portable_source_cell_64k,64k Portable Source Cell,64k ポータブルソースセル
item.arseng.source_cell_housing,ME Source Cell Housing,MEソースセル筐体
item.arseng.source_p2p_tunnel,ME Source P2P Tunnel,MEソース P2Pトンネル
item.arseng.source_storage_cell_16k,16k ME Source Storage Cell,16k MEソースストレージセル
item.arseng.source_storage_cell_1k,1k ME Source Storage Cell,1k MEソースストレージセル
item.arseng.source_storage_cell_256k,256k ME Source Storage Cell,256k MEソースストレージセル
item.arseng.source_storage_cell_4k,4k ME Source Storage Cell,4k MEソースストレージセル
item.arseng.source_storage_cell_64k,64k ME Source Storage Cell,64k MEソースストレージセル
item.arseng.spell_p2p_tunnel,ME Spell P2P Tunnel,ME スペル P2P トンネル
itemGroup.arseng,Ars Énergistique,エネルギー術
item.arseng.creative_source_cell,Creative ME Source Cell,クリエイティブMEソースセル
arseng.page.source_acceptor_description,The Source Converter comes in both block and cable part form.,ソースコンバーターはブロック形態とケーブルパーツの両方で提供されます。
arseng.page.source_acceptor,The ME Source Converter converts source into AE energy. Attach it to an ME network and feed it source with a relay in order to power the network itself simply using source.,
arseng.page.source_cell_housing,ME Source Cells can be crafted with an ME Source Cell Housing. They will store many jars' worth of source within an Applied Energistics 2 ME system.,
