key,source_text,target_text
advancement.ip.petach_anvil,Heads Up,頭上表示
advancement.ip.petach_anvil.desc,Acquire the Anvil Pet!,アンビルペットを入手しよう！
advancement.ip.petach_apple,Rotten to the Core,腐敗の核心
advancement.ip.petach_apple.desc,Acquire the Apple Pet!,アップルペットを入手しよう！
advancement.ip.petach_april_fool,Joke's on You,あなたのジョーク
advancement.ip.petach_april_fool.desc,Acquire the April Fool Pet!,エイプリルフールペットを入手！
advancement.ip.petach_banana,Splat!,スプラット！
advancement.ip.petach_banana.desc,Acquire the Banana Pet!,バナナペットを獲得！
advancement.ip.petach_bed,Snoozefest,スヌーズフェスト
advancement.ip.petach_bed.desc,Acquire the Bed Pet!,ベッドペットを獲得！
advancement.ip.petach_biome,Tree Hugger,木を抱く者
advancement.ip.petach_biome.desc,Acquire the Biome Pet!,バイオームペットを入手しよう！
advancement.ip.petach_black_hole,No Matter,何でもいい
advancement.ip.petach_black_hole.desc,Acquire the Black Hole Pet!,ブラックホールペットを入手！
advancement.ip.petach_blaze,Friendly Fire,友達の火
advancement.ip.petach_blaze.desc,Acquire the Blaze Pet!,ブレイズペットを入手しよう！
advancement.ip.petach_brewing_stand,Zymurgist,ジムルジスト
advancement.ip.petach_brewing_stand.desc,Acquire the Brewing Stand Pet!,調理台ペットを獲得！
advancement.ip.petach_cheetah,They Never Prosper,彼らは決して繁栄しない
advancement.ip.petach_cheetah.desc,Acquire the Cheetah Pet!,チーターペットを入手！
advancement.ip.petach_chest,Pet Inventory,ペットのインベントリ
advancement.ip.petach_chest.desc,Acquire the Chest Pet!,チェストペットを入手しよう！
advancement.ip.petach_chicken,Poultry in Motion,鶏の動き
advancement.ip.petach_chicken.desc,Acquire the Chicken Pet!,ニワトリペットを入手！
advancement.ip.petach_christmas_tree,Merry Christmas!,メリークリスマス！
advancement.ip.petach_christmas_tree.desc,Acquire the Christmas Pet!,クリスマスペットを入手！
advancement.ip.petach_cloud,Call Me Zeus,私をゼウスと呼んで
advancement.ip.petach_cloud.desc,Acquire the Cloud Pet!,クラウドペットを入手しよう！
advancement.ip.petach_cobblestone,Team SSundee,チームSSundee
advancement.ip.petach_cobblestone.desc,Acquire the Cobblestone Pet!,コッブストーンペットを獲得！
advancement.ip.petach_cow,Milky Way,天の川
advancement.ip.petach_cow.desc,Acquire the Cow Pet!,牛ペットを獲得！
advancement.ip.petach_crafting_table,So Crafty,超工房
advancement.ip.petach_crafting_table.desc,Acquire the Crafting Table Pet!,クラフトテーブルペットを獲得！
advancement.ip.petach_creeper,Bellyful of Gunpowder,ガンプウダーを満腹に
advancement.ip.petach_creeper.desc,Acquire the Creeper Pet!,クリーパー・ペットを入手！
advancement.ip.petach_dirt,Team Crainer,チームCrainer
advancement.ip.petach_dirt.desc,Acquire the Dirt Pet!,土のペットを獲得！
advancement.ip.petach_double_chest,Pets Inventory,ペットのインベントリ
advancement.ip.petach_double_chest.desc,Acquire the Double Chest Pet!,ダブルチェストペットを入手しよう！
advancement.ip.petach_dubstep,Beat Down,殴り倒す
advancement.ip.petach_dubstep.desc,Acquire the Dubstep Pet!,ダブステップ・ペットを入手！
advancement.ip.petach_enchanting_table,Enchanted to Meet You,あなたにエンチャントされた出会い
advancement.ip.petach_enchanting_table.desc,Acquire the Enchanting Table Pet!,エンチャントテーブルペットを獲得！
advancement.ip.petach_ender_chest,Long Live ChickenBones,チキンボーン万歳
advancement.ip.petach_ender_chest.desc,Acquire the Ender Chest Pet!,エンダーチェストペットを獲得！
advancement.ip.petach_enderman,Vwoop!,ヴォープ！
advancement.ip.petach_enderman.desc,Acquire the Enderman Pet!,エンダーマンペットを獲得！
advancement.ip.petach_flying_saddle,Riding High,ハイライド
advancement.ip.petach_flying_saddle.desc,Acquire the Flying Saddle Pet!,飛行 saddle ペットを獲得！
advancement.ip.petach_furnace,Cooking with Nuggets,ヌッツで調理
advancement.ip.petach_furnace.desc,Acquire the Furnace Pet!,ファーネス・ペットを入手！
advancement.ip.petach_ghast,Flabbergasted!,驚き！
advancement.ip.petach_ghast.desc,Acquire the Ghast Pet!,ガストペットを入手しよう！
advancement.ip.petach_grave,Ain`t it a Shame?,それは恥ずかしくない？
advancement.ip.petach_grave.desc,Acquire the Grave Pet!,グレイブペットを入手しよう！
advancement.ip.petach_heart,❤ ❤ ❤ ❤,❤ ❤ ❤ ❤
advancement.ip.petach_heart.desc,Acquire the Heart Pet!,ハートペットを獲得！
advancement.ip.petach_house,Jiggity-Jig,ジギティージギ
