key,source_text,target_text
block.hearth_and_home.acacia_lattice,Acacia Lattice,アカシアの格子
block.hearth_and_home.acacia_parquet,Acacia Parquet,アカシアのパラクット
block.hearth_and_home.acacia_sanded_wood,Acacia Sanded Wood,アカシアサンデッドウッド
block.hearth_and_home.acacia_trim,Acacia Trim,アカシアトリム
block.hearth_and_home.acacia_vertical_trim,Acacia Vertical Trim,アカシア縦トリム
block.hearth_and_home.andesite_chimney,Andesite Chimney,安山岩の煙突
block.hearth_and_home.bamboo_lattice,Bamboo Lattice,バナナの格子
block.hearth_and_home.bamboo_mat,Bamboo Mat,竹のマット
block.hearth_and_home.bamboo_parquet,Bamboo Parquet,バナナのパラクット
block.hearth_and_home.bamboo_sanded_wood,Bamboo Sanded Wood,バンブーサンデッドウッド
block.hearth_and_home.bamboo_trim,Bamboo Trim,バナナトリム
block.hearth_and_home.bamboo_vertical_trim,Bamboo Vertical Trim,バンブー縦トリム
block.hearth_and_home.barred_glass,Barred Glass,ガラスの障壁
block.hearth_and_home.barred_glass_pane,Barred Glass Pane,バーガラスパネル
block.hearth_and_home.birch_lattice,Birch Lattice,シラカバの格子
block.hearth_and_home.birch_parquet,Birch Parquet,シラカバのパラクット
block.hearth_and_home.birch_sanded_wood,Birch Sanded Wood,シラカバ研磨木
block.hearth_and_home.birch_trim,Birch Trim,シラカバのトリム
block.hearth_and_home.birch_vertical_trim,Birch Vertical Trim,シラカバ垂直トリム
block.hearth_and_home.black_paper_lantern,Black Paper Lantern,黒い紙の提灯
block.hearth_and_home.black_shingle_slab,Black Shingle Slab,ブラック シングル スラブ
block.hearth_and_home.black_shingle_stairs,Black Shingle Stairs,ブラック シングル階段
block.hearth_and_home.black_shingles,Black Shingles,黒いスレート
block.hearth_and_home.black_stained_barred_glass,Black Stained Barred Glass,黒い模様の縞ガラス
block.hearth_and_home.black_stained_barred_glass_pane,Black Stained Barred Glass Pane,黒染めの縁付きガラスパネル
block.hearth_and_home.black_terracotta_brick_slab,Black Terracotta Brick Slab,黒いテラコッタブロックスラブ
block.hearth_and_home.black_terracotta_brick_stairs,Black Terracotta Brick Stairs,黒 テラコッタレンガ階段
block.hearth_and_home.black_terracotta_bricks,Black Terracotta Bricks,黒テラコッタレンガ
block.hearth_and_home.black_terracotta_mosaic,Black Terracotta Mosaic,黒テラコッタモザイク
block.hearth_and_home.black_tile_slab,Black Tile Slab,黒いTileハーフブロック
block.hearth_and_home.black_tiles,Black Tiles,黒いタイル
block.hearth_and_home.blackstone_chimney,Blackstone Chimney,黒曜石の煙突
block.hearth_and_home.blue_paper_lantern,Blue Paper Lantern,青い紙の提灯
block.hearth_and_home.blue_shingle_slab,Blue Shingle Slab,青いシングルスラブ
block.hearth_and_home.blue_shingle_stairs,Blue Shingle Stairs,青いシングル階段
block.hearth_and_home.blue_shingles,Blue Shingles,青いスレート
block.hearth_and_home.blue_stained_barred_glass,Blue Stained Barred Glass,青い染められた棒窓
block.hearth_and_home.blue_stained_barred_glass_pane,Blue Stained Barred Glass Pane,青色染みた格子状ガラスパネル
block.hearth_and_home.blue_terracotta_brick_slab,Blue Terracotta Brick Slab,青いテラコッタブロックスラブ
block.hearth_and_home.blue_terracotta_brick_stairs,Blue Terracotta Brick Stairs,青いテラコッタレンガ階段
block.hearth_and_home.blue_terracotta_bricks,Blue Terracotta Bricks,青テラコッタレンガ
block.hearth_and_home.blue_terracotta_mosaic,Blue Terracotta Mosaic,青色テラコッタモザイク
block.hearth_and_home.blue_tile_slab,Blue Tile Slab,青いタイルスラブ
block.hearth_and_home.blue_tiles,Blue Tiles,青いタイル
block.hearth_and_home.brick_chimney,Brick Chimney,レンガの煙突
block.hearth_and_home.brown_paper_lantern,Brown Paper Lantern,茶色の紙の提灯
block.hearth_and_home.brown_shingle_slab,Brown Shingle Slab,茶色のスレートスラブ
block.hearth_and_home.brown_shingle_stairs,Brown Shingle Stairs,ブラウン シングル階段
block.hearth_and_home.brown_shingles,Brown Shingles,茶色のスレート
block.hearth_and_home.brown_stained_barred_glass,Brown Stained Barred Glass,茶色い模様の縞ガラス
block.hearth_and_home.brown_stained_barred_glass_pane,Brown Stained Barred Glass Pane,茶色染めの縁付きガラスパネル
block.hearth_and_home.brown_terracotta_brick_slab,Brown Terracotta Brick Slab,茶色のテラコッタブロックスラブ
block.hearth_and_home.brown_terracotta_brick_stairs,Brown Terracotta Brick Stairs,茶色 テラコッタレンガ階段
block.hearth_and_home.brown_terracotta_bricks,Brown Terracotta Bricks,茶色テラコッタレンガ
block.hearth_and_home.brown_terracotta_mosaic,Brown Terracotta Mosaic,茶色テラコッタモザイク
block.hearth_and_home.brown_tile_slab,Brown Tile Slab,茶色いTileハーフブロック
block.hearth_and_home.brown_tiles,Brown Tiles,茶色いタイル
block.hearth_and_home.calcite_brick_slab,Calcite Brick Slab,カルサイトレンガ
block.hearth_and_home.calcite_brick_stairs,Calcite Brick Stairs,方解石レンガ階段
block.hearth_and_home.calcite_brick_wall,Calcite Brick Wall,カルサイトレンガ
block.hearth_and_home.calcite_bricks,Calcite Bricks,カルサイトレンガ
block.hearth_and_home.calcite_column,Calcite Column,方解石柱
block.hearth_and_home.calcite_pillar,Calcite Pillar,カルサイトの柱
block.hearth_and_home.calcite_slab,Calcite Slab,カルサイトのハーフブロック
block.hearth_and_home.calcite_stairs,Calcite Stairs,カルサイトの階段
block.hearth_and_home.calcite_wall,Calcite Wall,方解石の壁
block.hearth_and_home.cherry_lattice,Cherry Lattice,サクラの格子
block.hearth_and_home.cherry_parquet,Cherry Parquet,桜パーケット
block.hearth_and_home.cherry_sanded_wood,Cherry Sanded Wood,サクラの砂仕上げ木材
block.hearth_and_home.cherry_trim,Cherry Trim,サクラトリム
block.hearth_and_home.cherry_vertical_trim,Cherry Vertical Trim,サクラ 垂直トリム
block.hearth_and_home.chiseled_calcite,Chiseled Calcite,彫刻されたカルサイト
block.hearth_and_home.cobbled_deepslate_chimney,Cobbled Deepslate Chimney,丸石の深層岩の煙突
block.hearth_and_home.cobblestone_brick_chimney,Cobblestone Brick Chimney,丸石ブロックの煙突
block.hearth_and_home.cobblestone_brick_slab,Cobblestone Brick Slab,丸石レンガスラブ
block.hearth_and_home.cobblestone_brick_stairs,Cobblestone Brick Stairs,丸石ブロックの階段
block.hearth_and_home.cobblestone_brick_wall,Cobblestone Brick Wall,丸石ブロック壁
block.hearth_and_home.cobblestone_bricks,Cobblestone Bricks,丸石レンガ
block.hearth_and_home.cobblestone_chimney,Cobblestone Chimney,丸石の煙突
block.hearth_and_home.crimson_lattice,Crimson Lattice,クリムゾン格子
block.hearth_and_home.crimson_parquet,Crimson Parquet,クリムゾンパーケット
block.hearth_and_home.crimson_sanded_wood,Crimson Sanded Wood,クリムソンスanded Wood
block.hearth_and_home.crimson_trim,Crimson Trim,Crimson のトリム
block.hearth_and_home.crimson_vertical_trim,Crimson Vertical Trim,クリムゾン垂直トリム
block.hearth_and_home.cyan_paper_lantern,Cyan Paper Lantern,シアンの紙の提灯
block.hearth_and_home.cyan_shingle_slab,Cyan Shingle Slab,シアンシングルスラブ
block.hearth_and_home.cyan_shingle_stairs,Cyan Shingle Stairs,シアンシングル階段
block.hearth_and_home.cyan_shingles,Cyan Shingles,シアンのスレート
block.hearth_and_home.cyan_stained_barred_glass,Cyan Stained Barred Glass,シアンの染められた棒窓
block.hearth_and_home.cyan_stained_barred_glass_pane,Cyan Stained Barred Glass Pane,シアンステインド柵付きガラスパネル
block.hearth_and_home.cyan_terracotta_brick_slab,Cyan Terracotta Brick Slab,シアンのテラコッタブロックスラブ
block.hearth_and_home.cyan_terracotta_brick_stairs,Cyan Terracotta Brick Stairs,シアンテラコッタレンガ階段
block.hearth_and_home.cyan_terracotta_bricks,Cyan Terracotta Bricks,シアンテラコッタレンガ
block.hearth_and_home.cyan_terracotta_mosaic,Cyan Terracotta Mosaic,シアンテラコッタモザイク
block.hearth_and_home.cyan_tile_slab,Cyan Tile Slab,水色いハーフブロック
block.hearth_and_home.cyan_tiles,Cyan Tiles,シアンタイル
block.hearth_and_home.dark_oak_lattice,Dark Oak Lattice,ダークオークの格子
block.hearth_and_home.dark_oak_parquet,Dark Oak Parquet,ダークオークのパラケット
block.hearth_and_home.dark_oak_sanded_wood,Dark Oak Sanded Wood,ダークオーク研磨木
block.hearth_and_home.dark_oak_trim,Dark Oak Trim,ダークオークトリム
block.hearth_and_home.dark_oak_vertical_trim,Dark Oak Vertical Trim,ダークオーク垂直トリム
block.hearth_and_home.deepslate_brick_chimney,Deepslate Brick Chimney,レンガの煙突
block.hearth_and_home.deepslate_tile_chimney,Deepslate Tile Chimney,ディープスレートタイルの煙突
block.hearth_and_home.diorite_chimney,Diorite Chimney,閃緑岩の煙突
block.hearth_and_home.end_stone_brick_chimney,End Stone Brick Chimney,エンドストーンレンガ煙突
block.hearth_and_home.granite_chimney,Granite Chimney,花崗岩の煙突
block.hearth_and_home.gray_paper_lantern,Gray Paper Lantern,グレーの紙の提灯
block.hearth_and_home.gray_shingle_slab,Gray Shingle Slab,グレイ・シングルスラブ
block.hearth_and_home.gray_shingle_stairs,Gray Shingle Stairs,グレーシングル階段
block.hearth_and_home.gray_shingles,Gray Shingles,グレーのスレート
block.hearth_and_home.gray_stained_barred_glass,Gray Stained Barred Glass,グレーの染められた棒窓
block.hearth_and_home.gray_stained_barred_glass_pane,Gray Stained Barred Glass Pane,グレーステインド柵付きガラスパネル
block.hearth_and_home.gray_terracotta_brick_slab,Gray Terracotta Brick Slab,グレーのテラコッタブロックスラブ
block.hearth_and_home.gray_terracotta_brick_stairs,Gray Terracotta Brick Stairs,グレーテラコッタレンガ階段
block.hearth_and_home.gray_terracotta_bricks,Gray Terracotta Bricks,グレーテラコッタレンガ
block.hearth_and_home.gray_terracotta_mosaic,Gray Terracotta Mosaic,グレイテラコッタモザイク
block.hearth_and_home.gray_tile_slab,Gray Tile Slab,灰色いTileハーフブロック
block.hearth_and_home.gray_tiles,Gray Tiles,グレイタイル
block.hearth_and_home.green_paper_lantern,Green Paper Lantern,グリーン紙ランタン
block.hearth_and_home.green_shingle_slab,Green Shingle Slab,緑のスレートスラブ
block.hearth_and_home.green_shingle_stairs,Green Shingle Stairs,緑のシングル階段
