key,source_text,target_text
item.wct:wct.name,Wireless Crafting Terminal,ワイヤレスクラフトターミナル
item.wct:wct_creative.name,Creative Wireless Crafting Terminal,クリエイティブワイヤレスクラフトターミナル
item.wct:magnet_card.name,Magnet Card,マグネットカード
tile.advanced_charger.name,Advanced Charger (WIP),高度なチャージャー（開発中）
tooltip.magnet.desc,A magnet that automagically inserts items into the AE network.,AEネットワークにアイテムを自動で挿入するマグネット
tooltip.magnet_set_filter.desc,Right-click to set filter,右クリックでフィルタを設定
tooltip.magnet_mode_keybind.desc,Magnet Mode Keybind,磁石モードキーbind
tooltip.status.desc,Status,状態
tooltip.to_switch.desc,to switch mode,モードを切り替えます
tooltip.magnet_active_1.desc,Extra items added to inventory,インベントリに追加されたアイテム
tooltip.magnet_active_2.desc,Extra items left on ground,地面に残った追加アイテム
tooltip.magnet_whitelisting.desc,Whitelisting,白リスト
tooltip.magnet_blacklisting.desc,Blacklisting,黒リスト
tooltip.filter_mode.desc,Filter Mode,フィルターモード
tooltip.ignoring.desc,Ignoring,無視
tooltip.nbt.desc,NBT,
tooltip.meta.desc,MetaData,メタデータ
tooltip.oredict.desc,Ore Dictionary,鉱石辞典
tooltip.using.desc,Using,使用中
tooltip.filtered_items.desc,Filtered Items,フィルタリングされたアイテム
tooltip.only_works.desc,Only works when in Wireless Crafting Terminal slot!,ワイヤレスクラフトターミナルのスロットにある時のみ機能します！
tooltip.shiftcraft.title,Shift-Click Output,Shift+クリックで出力
tooltip.shiftcraft.desc_pre,Shift-clicking the output slot of the\ncrafting grid will send items to,\\ncrafting grid の出力スロットをShiftクリックすると、アイテムが送られます
tooltip.shiftcraft.to_network,the linked ME network,リンクされたMEネットワーク
tooltip.shiftcraft.to_inventory,your inventory,あなたのインベントリ
tooltip.active.desc,Active,アクティブ
tooltip.inactive.desc,Inactive,無効
chatmessages.magnet_deactivated.desc,Magnet Card Deactivated,磁石カードが無効化されました
chatmessages.magnet_activated.desc,Magnet Card Activated,磁石カードが有効化されました
chatmessages.magnet_init.desc,You must first right-click with the Magnet Card in hand before using the keybind!,まずマグネットカードを手に持って右クリックし、キー入力を使用してください！
key.open_wct.desc,Open Wireless Crafting Terminal,ワイヤレスクラフト端末を開く
key.open_magnet.desc,Open Magnet Card Filter GUI,磁石カードフィルターGUIを開きます。
key.cycle_magnet_mode.desc,Activate/Deactivate Magnet Card (nearest terminal),磁気カード（最寄り端末）を有効/無効化
gui.title.magnet_filter,Magnet Filter,マグネットフィルタ
gui.openmagnetgui,Open Magnet Filter GUI,磁石フィルタGUIを開く
gui.openmagnetgui.desc,Opens the Magnet Card filter,マグネットカードフィルターを開く
gui.openmagnetgui.desc2,GUI to configure filterable items,フィルタ可能アイテムを設定するためのGUI
gui.magnetmode,Magnet Mode,マグネットモード
jei.wct.desc,"A wireless version of the AE2 Crafting Terminal. To function, it needs to be linked to a ME network via a Security Terminal. A keybind can be set in Options->Controls to open the GUI.",AE2製作端末の無線版です。機能するには、セキュリティ端末経由でMEネットワークにリンクされている必要があります。オプション→操作でGUIを開くためのキーバインドを設定できます。
jei.magnet_card.desc,A magnet that can automatically insert items into the connected ME network. Crouch+right-click to change modes (modes can also be switched via keybind). Right-click to open filter GUI (this can also be keybound).,接続されたMEネットワークにアイテムを自動的に挿入できる磁石です。スニーク+右クリックでモードを変更します（モードはキーバインドでも切り替え可能）。右クリックでフィルターGUIを開きます（これもキーバインド可能です）。
