key,source_text,target_text
item.undergardendelight.baked_gwibling_and_vegetables,Baked Gwibling and Vegetables,焼かれたグウィーリングと野菜
item.undergardendelight.cloggrum_knife,Cloggrum Knife,Cloggrumの刀
item.undergardendelight.cooked_dweller_meat_slice,Dweller Steak Slice,ドウェラーのステーキスライス
item.undergardendelight.depth_shroom_cream_soup,Depth Shroom Cream Soup,深層シロウマのクリームスープ
item.undergardendelight.droopstew,Droopstew,ドロップスティュー
item.undergardendelight.dweller_meat_slice,Dweller Meat Slice,住民の肉スライス
item.undergardendelight.forgotten_knife,§aForgotten Knife,§a忘れられたナイフ
item.undergardendelight.frosteel_knife,Froststeel Knife,フロストスチールナイフ
item.undergardendelight.glitterdish,Glitterdish,キラキラ皿
item.undergardendelight.glitterwrap,Glitterwrap,キラキララップ
item.undergardendelight.gloomgourd_pie_slice,Gloomgourd Pie Slice,グロムゴーダーのパイスライス
item.undergardendelight.gloomgourd_slice,Gloomgourd Slice,陰霧のカブト
item.undergardendelight.gronglunch,Gronglunch,グロンランチ
item.undergardendelight.mogsteak,Mogsteak,モグステーク
item.undergardendelight.roasted_underbean_on_a_stick,Roasted Underbean on a Stick,串に刺したローストアンダービーン
item.undergardendelight.shimmerpearl,Shimmerpearl,きらめきパール
item.undergardendelight.underbean_salad,Underbean Salad,アンダービーンサラダ
item.undergardendelight.utherium_knife,Utherium Knife,Utheriumの刀
itemGroup.tabundergarden_delight_tab,Undergarden Delight,アンダーガーデン・デライト
item_group.undergardendelight.undergarden_delight_tab,Undergarden Delight,アンダーガーデン・デライト
block.undergardendelight.blisterberry_crate,Blisterberry Crate,ブリストーバリーの箱
block.undergardendelight.droopfruit_crate,Droopfruit Crate,垂れ果実の箱
block.undergardendelight.grongle_cabinet,Grongle Cabinet,グロングルキャビネット
block.undergardendelight.smogstem_cabinet,Smogstem Cabinet,霧茎のキャビネット
block.undergardendelight.stuffed_gloomgourd,Stuffed Gloomgourd,詰め物のグリムグード
block.undergardendelight.stuffed_gloomgourd.description,You need a Bowl to eat this.,これを食べるにはボウルが必要です。
block.undergardendelight.stuffed_gloomgourd_1,Stuffed Gloomgourd,詰め物のグリムグード
block.undergardendelight.stuffed_gloomgourd_2,Stuffed Gloomgourd,詰め物のグリムグード
block.undergardendelight.stuffed_gloomgourd_3,Stuffed Gloomgourd,詰め物のグリムグード
block.undergardendelight.underbean_crate,Underbean Crate,アンダービーンケース
block.undergardendelight.wigglewood_cabinet,Wigglewood Cabinet,ウィグルウッドキャビネット
gui.undergardendelight.undergarden_cabinet.label_cabinet,Cabinet,キャビネット
item.undergardendelight.blood_tomato_soup,Bloody Mushroom Tomato Soup,血のきのこトマトスープ
item.undergardendelight.brute_tusk_knife,Brute Tusk Knife,蛮力の角刀
item.undergardendelight.brute_tusk_knife.description_0,§7Harvests blood globules from most non-rotspawn Undergarden mobs.,§7ほとんどの腐敗しないアンダーガーデンモブから血液グローブルを収穫します。
item.undergardendelight.cooked_gloomper_cuts,Cooked Gloomper Cuts,調理済みグルンプカット
item.undergardendelight.cooked_gwibling_fillet,Cooked Gwibling Fillet,調理済みグウィングフィレ
item.undergardendelight.forgotten_knife.description_0,§aDeals extra damage to non-boss Undergarden mobs.,§aボス以外のアンダーガーデンモブに追加ダメージを与えます。
item.undergardendelight.frosteel_knife.description_0,§bHas chance to slow target.,§bターゲットを遅くする確率があります。
item.undergardendelight.gronglet_roll,Gronglet Roll,グロングレットロール
item.undergardendelight.gronglet_with_roasted_veggies,Gronglet with Roasted Veggies,グロンゲットと焼き野菜
item.undergardendelight.raw_gloomper_cuts,Raw Gloomper Cuts,生のグルンプカット
item.undergardendelight.raw_gwibling_fillet,Raw Gwibling Fillet,生のギウィングフィレ
item.undergardendelight.scintling_stew,Scintling Stew,光輝するスープ
item.undergardendelight.stuffed_gloomgourd_bowl,Bowl of Stuffed Gloomgourd,詰め込んだグロムガーデンの碗
item.undergardendelight.utherium_knife.description_0,§cDeals extra damage to Rotspawn.,§c腐敗の孵化体に追加ダメージを与える。
item.undergardendelight.glitterdish.description_0,§9Comfort (02:00),
