key,source_text,target_text
advancements.mekanismscience.californium.description,"Refine Californium, the element with the highest atomic number that has practical applications",実用的な用途がある最も原子番号の大きい元素であるカリホルニウムを精製する
advancements.mekanismscience.californium.title,The Reach of Science,科学の到達点
advancements.mekanismscience.neutron_source.description,"Make Neutron Source Pellet from Americium and Beryllium, and hold",アメリシウムとベリリウムから中性子源ペレットを作り、持つ
advancements.mekanismscience.neutron_source.title,Why Did You Think This Was Safe?,なぜ安全だと思った？
advancements.mekanismscience.radiation_irradiator.description,Craft a Radiation Irradiator,放射線照射機をつくり、中性子反応の効率化を目指す
advancements.mekanismscience.radiation_irradiator.title,Mini-Reactor,ミニ原子炉
advancements.mekanismscience.seawater_pump.description,Craft a Seawater Pump,海水汲上ポンプをクラフトする
advancements.mekanismscience.seawater_pump.title,I Sea What You Did There,海の恵み
block.mekanismscience.adsorption_separator,Adsorption Separator,吸着分離機
block.mekanismscience.air_compressor,Air Compressor,空気圧縮機
block.mekanismscience.ammonia,Liquid Ammonia,液体アンモニア
block.mekanismscience.ammonium_nitrate,Liquid Ammonium Nitrate,液体硝酸アンモニウム
block.mekanismscience.aqua_high_quality_concrete,Aqua High-Quality Concrete,水色の高品質コンクリート
block.mekanismscience.aqua_high_quality_concrete_slab,Aqua High-Quality Concrete Slab,水色の高品質コンクリートのハーフブロック
block.mekanismscience.aqua_high_quality_concrete_stairs,Aqua High-Quality Concrete Stairs,水色の高品質コンクリートの階段
block.mekanismscience.aqua_regia,Liquid Aqua Regia,液体王水
block.mekanismscience.beryllium,Liquid Beryllium,液体ベリリウム
block.mekanismscience.black_high_quality_concrete,Black High-Quality Concrete,黒い高品質コンクリート
block.mekanismscience.black_high_quality_concrete_slab,Black High-Quality Concrete Slab,黒い高品質コンクリートのハーフブロック
block.mekanismscience.black_high_quality_concrete_stairs,Black High-Quality Concrete Stairs,黒い高品質コンクリートの階段
block.mekanismscience.blue_high_quality_concrete,Blue High-Quality Concrete,青い高品質コンクリート
block.mekanismscience.blue_high_quality_concrete_slab,Blue High-Quality Concrete Slab,青い高品質コンクリートのハーフブロック
block.mekanismscience.blue_high_quality_concrete_stairs,Blue High-Quality Concrete Stairs,青い高品質コンクリートの階段
block.mekanismscience.bromine,Liquid Bromine,液体臭素
block.mekanismscience.brown_high_quality_concrete,Brown High-Quality Concrete,茶色の高品質コンクリート
block.mekanismscience.brown_high_quality_concrete_slab,Brown High-Quality Concrete Slab,茶色の高品質コンクリートのハーフブロック
block.mekanismscience.brown_high_quality_concrete_stairs,Brown High-Quality Concrete Stairs,茶色の高品質コンクリートの階段
block.mekanismscience.compressed_air,Liquid Compressed Air,液体圧縮空気
block.mekanismscience.cyan_high_quality_concrete,Cyan High-Quality Concrete,青緑の高品質コンクリート
block.mekanismscience.cyan_high_quality_concrete_slab,Cyan High-Quality Concrete Slab,青緑の高品質コンクリートのハーフブロック
block.mekanismscience.cyan_high_quality_concrete_stairs,Cyan High-Quality Concrete Stairs,青緑の高品質コンクリートの階段
block.mekanismscience.dark_red_high_quality_concrete,Dark Red High-Quality Concrete,紅色の高品質コンクリート
block.mekanismscience.dark_red_high_quality_concrete_slab,Dark Red High-Quality Concrete Slab,紅色の高品質コンクリートのハーフブロック
block.mekanismscience.dark_red_high_quality_concrete_stairs,Dark Red High-Quality Concrete Stairs,紅色の高品質コンクリートの階段
block.mekanismscience.gray_high_quality_concrete,Gray High-Quality Concrete,灰色の高品質コンクリート
block.mekanismscience.gray_high_quality_concrete_slab,Gray High-Quality Concrete Slab,灰色の高品質コンクリートのハーフブロック
block.mekanismscience.gray_high_quality_concrete_stairs,Gray High-Quality Concrete Stairs,灰色の高品質コンクリートの階段
block.mekanismscience.green_high_quality_concrete,Green High-Quality Concrete,緑の高品質コンクリート
block.mekanismscience.green_high_quality_concrete_slab,Green High-Quality Concrete Slab,緑の高品質コンクリートのハーフブロック
block.mekanismscience.green_high_quality_concrete_stairs,Green High-Quality Concrete Stairs,緑の高品質コンクリートの階段
block.mekanismscience.helium,Liquid Helium,液体ヘリウム
block.mekanismscience.high_quality_concrete,High-Quality Concrete,高品質コンクリート
block.mekanismscience.high_quality_concrete_slab,High-Quality Concrete Slab,高品質コンクリートのハーフブロック
block.mekanismscience.high_quality_concrete_stairs,High-Quality Concrete Stairs,高品質コンクリートの階段
block.mekanismscience.iodine,Liquid Iodine,液体ヨウ素
block.mekanismscience.light_blue_high_quality_concrete,Light Blue High-Quality Concrete,空色の高品質コンクリート
block.mekanismscience.light_blue_high_quality_concrete_slab,Light Blue High-Quality Concrete Slab,空色の高品質コンクリートのハーフブロック
block.mekanismscience.light_blue_high_quality_concrete_stairs,Light Blue High-Quality Concrete Stairs,空色の高品質コンクリートの階段
block.mekanismscience.light_gray_high_quality_concrete,Light Gray High-Quality Concrete,薄灰色の高品質コンクリート
block.mekanismscience.light_gray_high_quality_concrete_slab,Light Gray High-Quality Concrete Slab,薄灰色の高品質コンクリートのハーフブロック
block.mekanismscience.light_gray_high_quality_concrete_stairs,Light Gray High-Quality Concrete Stairs,薄灰色の高品質コンクリートの階段
block.mekanismscience.lime_high_quality_concrete,Lime High-Quality Concrete,黄緑の高品質コンクリート
block.mekanismscience.lime_high_quality_concrete_slab,Lime High-Quality Concrete Slab,黄緑の高品質コンクリートのハーフブロック
block.mekanismscience.lime_high_quality_concrete_stairs,Lime High-Quality Concrete Stairs,黄緑の高品質コンクリートの階段
block.mekanismscience.magenta_high_quality_concrete,Magenta High-Quality Concrete,赤紫の高品質コンクリート
block.mekanismscience.magenta_high_quality_concrete_slab,Magenta High-Quality Concrete Slab,赤紫の高品質コンクリートのハーフブロック
block.mekanismscience.magenta_high_quality_concrete_stairs,Magenta High-Quality Concrete Stairs,赤紫の高品質コンクリートの階段
block.mekanismscience.netherite_acid,Liquid Netherite Acid,液体ネザライト酸
