key,source_text,target_text
block.dyenamicsandfriends.botanypots_mint_glazed_terracotta_waxed_botany_pot,Mint Glazed Waxed Botany Pot,ミント 艶出し蝋がけテラコッタ 植木鉢
block.dyenamicsandfriends.botanypots_wine_terracotta_waxed_botany_pot,Wine Waxed Botany Pot,ワイン 蝋がけテラコッタ 植木鉢
block.dyenamicsandfriends.cookingforblockheads_spring_green_counter,Spring Green Counter,スプリンググリーン カウンター
block.dyenamicsandfriends.furnish_aquamarine_awning,Aquamarine Awning,アクアマリン 日除け
block.dyenamicsandfriends.luminax_dim_spring_green_luminax_block,Dim Spring Green Luminax Block,薄暗い スプリンググリーン ルミナックス ブロック
block.dyenamicsandfriends.luminax_dim_spring_green_luminax_slab,Dim Spring Green Luminax Slab,薄暗い スプリンググリーン ルミナックス ハーフブロック
block.dyenamicsandfriends.chromacarvings_wine_carved_pumpkin,Wine Carved Pumpkin,ワイン 彫られたカボチャ
block.dyenamicsandfriends.cookingforblockheads_ultramarine_connector,Ultramarine Connector,ウルトラマリン コネクター
block.dyenamicsandfriends.luminax_ultramarine_luminax_wall,Ultramarine Luminax Wall,ウルトラマリン ルミナックス 塀
block.dyenamicsandfriends.productivemetalworks_cherenkov_foundry_tank,Cherenkov Foundry Tank,チェレンコフ 鋳造タンク
block.dyenamicsandfriends.connectedglass_borderless_glass_ultramarine,Connecting Ultramarine Stained Glass,接続 ウルトラマリン 色付きガラス
block.dyenamicsandfriends.furnish_cherenkov_showcase,Cherenkov Showcase,チェレンコフ ショーケース
block.dyenamicsandfriends.oreganized_persimmon_crystal_glass,Persimmon Crystal Glass,柿色 クリスタルガラス
block.dyenamicsandfriends.regions_unexplored_rose_painted_slab,Rose Painted Slab,ローズ 塗装された ハーフブロック
block.dyenamicsandfriends.botanypots_fluorescent_glazed_terracotta_waxed_botany_pot,Fluorescent Glazed Waxed Botany Pot,蛍光 艶出し蝋がけテラコッタ 植木鉢
block.dyenamicsandfriends.cookingforblockheads_fluorescent_cabinet,Fluorescent Cabinet,蛍光 キャビネット
block.dyenamicsandfriends.farmersdelight_aquamarine_canvas_sign,Aquamarine Canvas Sign,アクアマリン キャンバスの看板
