key,source_text,target_text
advancements.graveyard.black_bone_staff.description,Attain the Staff of Nortoq'gul.,ノルトク'グルの杖を手に入れる
advancements.graveyard.black_bone_staff.title,Staff of Nortoq'gul,ノルトク'グルの杖
advancements.graveyard.corruption.description,Obtain corruption from graves or graveyard mobs.,汚れた抽出物を手に入れる
advancements.graveyard.corruption.title,Source of Evil,邪悪の根源
advancements.graveyard.craft_coffin.description,Obtain a coffin.,棺を手に入れる
advancements.graveyard.craft_coffin.title,Well prepared,準備万端
advancements.graveyard.crypt.description,Find an underground crypt.,地下納骨堂を見つける
advancements.graveyard.crypt.title,Into Darkness,闇の中へ
advancements.graveyard.cyan_bone_staff.description,Attain the Staff of Mynakta'gul.,マイナクタ'グルの杖を手に入れる
advancements.graveyard.cyan_bone_staff.title,Staff of Mynakta'gul,マイナクタ'グルの杖
advancements.graveyard.dark_iron.description,Obtain a dark iron ingot.,ダークアイアンインゴットを手に入れる
advancements.graveyard.dark_iron.title,"Iron, but dark",鉄だが、黒ずんでいる
advancements.graveyard.dead_tree.description,Discover the truth about the dead tree.,死んだ木について真実を発見する
advancements.graveyard.dead_tree.title,Hanging Tree,吊り木
advancements.graveyard.desert_graveyard.description,Find a desert graveyard.,砂漠の墓地を見つける
advancements.graveyard.desert_graveyard.title,"Dust, Sand and Bones",塵と砂と、そして骨
advancements.graveyard.dim_light.description,Witness a wraith extinguish a light source.,明かりを消すレイスの姿を目撃する
advancements.graveyard.dim_light.title,Who turned the lights off?,明かりを消すのは誰？
advancements.graveyard.equip_coffin.description,Equip a Ghouling with a coffin or sarcophagus.,グーリングに石棺や棺を装備させる
advancements.graveyard.equip_coffin.title,The dead shall serve,死者は仕えるもの
advancements.graveyard.find_skeleton.description,Obtain a decorative skeleton.,装飾に使えそうなスケルトンを手に入れる
advancements.graveyard.find_skeleton.title,Pseudo Archaeologist,疑似考古学者
advancements.graveyard.giant_mushroom.description,Find a mutated mushroom on the mushroom islands.,キノコ島で突然変異したキノコを見つける
advancements.graveyard.giant_mushroom.title,Corrupting the Paradise,堕落する楽園
advancements.graveyard.haunted_house.description,Accept the invitation to the house in the woods.,森に佇む家への招待を受ける
advancements.graveyard.haunted_house.title,Invitation to the Tea Party,ティーパーティーのお誘い
advancements.graveyard.kill_acolyte_bone_dagger.description,Kill an acolyte with a bone dagger.,信奉者を骨のダガーで倒す
advancements.graveyard.kill_acolyte_bone_dagger.title,Turning the tables,逆転の発想
advancements.graveyard.kill_graveyard_mob.description,Kill a graveyard mob.,墓地にいるモブを倒す
advancements.graveyard.kill_graveyard_mob.title,Stay dead,まだ死んでる
advancements.graveyard.kill_horde.description,"Decimate a graveyard horde, spawning at night.",夜中に現れる墓地の大群を殲滅する
advancements.graveyard.kill_horde.title,Walking Dead,ウォーキングデッド
advancements.graveyard.kill_while_blinded.description,Kill a nightmare while under the blindness effect.,盲目効果中にナイトメアを倒す
advancements.graveyard.kill_while_blinded.title,"Peekaboo, I (still) see you!",いないいない..ばぁ！
advancements.graveyard.kill_wraith.description,Summon a wraith by desecrating its coffin.,棺を荒らしてレイスを呼び出す
advancements.graveyard.kill_wraith.title,Taking from the Dead,死者からの贈り物
advancements.graveyard.large_graveyard.description,Enter a large graveyard.,大きな墓地を見つける
advancements.graveyard.large_graveyard.title,Disturbing the Dead II,不穏なる死者 -II-
advancements.graveyard.lich_prison.description,Find the altar of the lich.,不死の魔法使いの祭壇を見つける
advancements.graveyard.lich_prison.title,Cursed Island,呪われた島
advancements.graveyard.lower_bone_staff.description,Collect the lower piece of the bone staff.,骨の杖の下部分を回収する
advancements.graveyard.lower_bone_staff.title,Broken Parts I,砕けたパーツ -I-
advancements.graveyard.medium_graveyard.description,Enter a medium graveyard.,墓地を見つける
advancements.graveyard.medium_graveyard.title,Disturbing the Dead I,不穏なる死者 -I-
advancements.graveyard.middle_bone_staff.description,Collect the middle piece of the bone staff.,骨の杖の中心部分を回収する
advancements.graveyard.middle_bone_staff.title,Broken Parts II,砕けたパーツ -II-
advancements.graveyard.purple_bone_staff.description,Attain the Staff of Xaphnok'gul.,ザーフォノク'グルの杖を手に入れる
advancements.graveyard.purple_bone_staff.title,Staff of Xaphnok'gul,ザーフォノク'グルの杖
advancements.graveyard.red_bone_staff.description,Attain the Staff of Azrata'gul.,アズラータ'グルの杖を手に入れる
advancements.graveyard.red_bone_staff.title,Staff of Azrata'gul,アズラータ'グルの杖
advancements.graveyard.root.description,Find a small grave.,小さなお墓を見つける
advancements.graveyard.root.title,Gravedigger,グレイブディガー
advancements.graveyard.summon_lich.description,Summon the Lich at an altar with a full vial of blood and all three bone staff pieces at night.,夜中の祭壇に血入りのガラス瓶と骨の杖の断片３つを全て置いて、不死の魔法使いを召喚する
advancements.graveyard.summon_lich.title,Wrath of the Lich,不死の怒り
advancements.graveyard.upper_bone_staff.description,Collect the upper piece of the bone staff.,骨の杖の上部分を回収する
advancements.graveyard.upper_bone_staff.title,Broken Parts III,砕けたパーツ -III-
advancements.graveyard.vial_of_blood.description,"Collect blood from villagers, using an empty glass bottle and a bone dagger.",ガラス瓶と骨のダガーを使って村人から血を集める
advancements.graveyard.vial_of_blood.title,"Blood ""Donation""",血のドネーション
advancements.graveyard.visit_at_night.description,Sleep on a graveyard.,墓地で眠る
advancements.graveyard.visit_at_night.title,Dreamcatcher,ドリームキャッチャー
advancements.graveyard.white_bone_staff.description,Attain the Staff of Zatraq'gul.,ザトラク'グルの杖を手に入れる
advancements.graveyard.white_bone_staff.title,Staff of Zatraq'gul,ザトラク'グルの杖
biome.graveyard.ancient_dead_coral_reef,Ancient Dead Coral Reef,死滅したサンゴの暗礁地帯
biome.graveyard.eroded_haunted_forest,Eroded Haunted Forest,侵食したホーンテッドフォレスト
biome.graveyard.haunted_forest,Haunted Forest,ホーンテッドフォレスト
biome.graveyard.haunted_lakes,Haunted Lakes,取り憑かれた湖
block.graveyard.acacia_coffin,Acacia Coffin,アカシアの棺
block.graveyard.altar,Altar,祭壇
block.graveyard.altar_center,Corrupted Deepslate Center,中心の汚された深層岩
block.graveyard.altar_corner,Corrupted Deepslate Corner,隅の汚された深層岩
block.graveyard.altar_side,Corrupted Deepslate Side,側面の汚された深層岩
block.graveyard.bamboo_coffin,Bamboo Coffin,竹の棺
block.graveyard.birch_coffin,Birch Coffin,シラカバの棺
block.graveyard.black_urn,Black Glazed Urn,黒い彩釉された埋葬壺
block.graveyard.blackstone_gravestone,Blackstone Gravestone,ブラックストーンの墓石
block.graveyard.blue_urn,Blue Glazed Urn,青い彩釉された埋葬壺
block.graveyard.bone_remains,Defeated Skeleton,敗れたスケルトン
block.graveyard.bricks_gravestone,Bricks Gravestone,レンガの墓石
block.graveyard.brown_urn,Brown Glazed Urn,茶色の彩釉された埋葬壺
block.graveyard.candle_holder,Candle Holder,ろうそく立て
block.graveyard.cherry_coffin,Cherry Coffin,サクラの棺
block.graveyard.cobblestone_gravestone,Cobblestone Gravestone,丸石の墓石
block.graveyard.cracked_blackstone_gravestone,Cracked Polished Blackstone Gravestone,ひび割れたブラックストーンの墓石
block.graveyard.creeper_skeleton,Creeper Skeleton,クリーパーの骨
block.graveyard.crimson_coffin,Crimson Coffin,真紅の棺
block.graveyard.cyan_urn,Cyan Glazed Urn,青緑の彩釉された埋葬壺
block.graveyard.dark_iron_bars,Dark Iron Bars,ダークスチール鉄格子
block.graveyard.dark_iron_block,Dark Iron Block,ダークアイアンブロック
block.graveyard.dark_iron_door,Dark Iron Door,ダークアイアンのドア
block.graveyard.dark_iron_trapdoor,Dark Iron Trapdoor,ダークアイアンのトラップドア
block.graveyard.dark_oak_coffin,Dark Oak Coffin,ダークオークの棺
block.graveyard.deepslate_gravestone,Deepslate Gravestone,深層岩の墓石
block.graveyard.fire_brazier,Fire Brazier,火鉢
block.graveyard.gilded_blackstone_gravestone,Gilded Blackstone Gravestone,金装黒石墓碑
block.graveyard.gravestone,Polished Basalt Gravestone,磨かれた玄武岩の墓石
block.graveyard.gray_urn,Gray Glazed Urn,灰色の彩釉された埋葬壺
block.graveyard.green_urn,Green Glazed Urn,緑の彩釉された埋葬壺
block.graveyard.hanged_skeleton,Hanged Skeleton,吊り下げられたスケルトン
block.graveyard.hanged_wither_skeleton,Hanged Wither Skeleton,吊るされたウィザー・スケルトン
block.graveyard.jungle_coffin,Jungle Coffin,ジャングルの棺
block.graveyard.laterally_lying_skeleton,Laterally Lying Skeleton,横向きに倒れるスケルトン
block.graveyard.laterally_lying_wither_skeleton,Laterally Lying Wither Skeleton,横向きに倒れるウィザースケルトン
block.graveyard.leaning_skeleton,Leaning Skeleton,もたれかかるスケルトン
block.graveyard.leaning_wither_skeleton,Leaning Wither Skeleton,もたれかかるウィザースケルトンスケルトン
block.graveyard.light_blue_urn,Light Blue Glazed Urn,空色の彩釉された埋葬壺
block.graveyard.light_gray_urn,Light Gray Glazed Urn,薄灰色の彩釉された埋葬壺
block.graveyard.lime_urn,Lime Glazed Urn,黄緑の彩釉された埋葬壺
block.graveyard.lower_bone_staff,Ominous Bone Staff Fragment,不吉なる骨の杖の断片
block.graveyard.lying_skeleton,Lying Skeleton,あお向けのスケルトン
block.graveyard.lying_wither_skeleton,Lying Wither Skeleton,あお向けのウィザースケルトンスケルトン
block.graveyard.magenta_urn,Magenta Glazed Urn,赤紫の彩釉された埋葬壺
block.graveyard.mangrove_coffin,Mangrove Coffin,マングローブの棺
block.graveyard.middle_bone_staff,Ominous Bone Staff Fragment,不吉なる骨の杖の断片
block.graveyard.mossy_cobblestone_gravestone,Mossy Cobblestone Gravestone,苔むした丸石の墓石
block.graveyard.mossy_stone_bricks_gravestone,Mossy Stone Bricks Gravestone,苔むした石レンガの墓石
block.graveyard.oak_coffin,Oak Coffin,オークの棺
block.graveyard.orange_urn,Orange Glazed Urn,橙色の彩釉された埋葬壺
block.graveyard.pedestal,Small Pillar,小柱
block.graveyard.pink_urn,Pink Glazed Urn,桃色の彩釉された埋葬壺
block.graveyard.purple_urn,Purple Glazed Urn,紫の彩釉された埋葬壺
block.graveyard.quartz_bricks_gravestone,Quartz Bricks Gravestone,クォーツレンガ墓石
block.graveyard.red_sandstone_gravestone,Red Sandstone Gravestone,赤い砂岩墓石
block.graveyard.red_urn,Red Glazed Urn,赤い彩釉された埋葬壺
block.graveyard.sandstone_gravestone,Sandstone Gravestone,砂岩墓石
block.graveyard.sarcophagus,Sarcophagus,石棺
block.graveyard.skeleton_hand,Skeleton Hand,スケルトンの手
block.graveyard.skull_on_pike,Skull on Pike,串刺しの頭蓋
block.graveyard.skull_pile,Skull Pile,頭蓋骨の山
block.graveyard.skull_with_rib_cage,Skull and Rib Cage,頭蓋とあばら
block.graveyard.small_black_urn,Small Black Urn,黒い小さな埋葬壺
block.graveyard.small_blue_urn,Small Blue Urn,青い小さな埋葬壺
